Detail of Gifts,Item Category,Name of Recipient,Affiliation,Date,Assessed Value,Retention Cost,Retained,Remarks
"One  Packet  Containing
Pair  of  Cufflinks,  Pen &
Wallet",Pen,"Hav.  Muhammad  Jamil,
Security  Staff,  President
Secretariat.",Military,3/11/2011,8000,0,Yes,Yes
"One  Packet  Containing
Pair  of  Cufflinks,  Pen  &
Wallet",Pen,"NK.  Khai  Muhammad,
Security  Staff,  President
Secretariat.",Military,3/11/2011,8000,0,Yes,Yes
"One  Packet  Containing
Pair  of  Cufflinks,  Pen  &
Wallet",Pen,"L/NK  Akbar  Ali,  Security
Staff,  President
Secretariat.",Military,3/11/2011,8000,0,Yes,Yes
"One  Packet  Containing
Pair  of  Cufflinks,  Pen  &",Pen,"NK  Sabz  Ali,  Security
Staff, President",Military,3/11/2011,8000,0,Yes,Yes
"One  Packet  Containing
Pair  of  Cufflinks,  Pen  &
Wallet",Pen,"Constable  Sajid  Hussain,
Security  Staff,  President
Secretariat.",Police,3/11/2011,8000,0,Yes,Yes
"One  Packet  Containing
Pair  of  Cufflinks,  Pen  &
Wallet",Pen,"L/NK  Abdul  Rehman,
Security  Staff,  President
Secretariat.",Military,3/11/2011,8000,0,Yes,Yes
"One  Packet  Containing
Pair  of  Cufflinks,  Pen  &
Wallet",Pen,"L/NK  Saeed  Akhtar,
Security  Staff,  President
Secretariat.",Military,3/11/2011,8000,0,Yes,Yes
"One  Packet  Containing
Pair  of  Cufflinks,  Pen  &
Wallet",Pen,"Hav.  Muhammad  Arif,
Security  Staff,  President
Secretariat.",Military,3/11/2011,8000,0,Yes,Yes
"One  Packet  Containing
Pair  of  Cufflinks,  Pen  &
Wallet",Pen,"Mr.  Mukhtar  Ahmed,
Security  Staff,  President
Secretariat.",,3/11/2011,8000,0,Yes,Yes
One Brass Plate,,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,3/11/2011,7500,0,Yes,Yes
"a. Two Colored Statue
b. One Crystal Shield",,"Mr.  Asif  Ali  Zardari,
President of Pakistan.",PPP,3/11/2011,1500,0,Yes,Yes
One Ceramic Vase,Decoration Pieces,"Mr.  Asif  Ali  Zardari,
President of Pakistan.",PPP,3/11/2011,5000,0,Yes,Yes
"One Model of Car
One Pen
One Photo Frame",Pen,"Mr.  Asif  Ali  Zardari,
President of Pakistan.",PPP,3/11/2011,5000,0,Yes,Yes
"One  Vase  (Lacquer
Work)",Decoration Pieces,"Mr.  Asif  Ali  Zardari,
President of Pakistan.",PPP,3/11/2011,3500,0,Yes,Yes
One Neck Tie,,"Mr.  Asif  Ali  Zardari,
President of Pakistan.",PPP,3/11/2011,4000,0,Yes,Yes
"a. One  Wrist  Watch
(china made)
b. One Photo Album
c. One Book",Watch,"Mr.  Asif  Ali  Zardari,
President of Pakistan.",PPP,3/11/2011,8600,0,Yes,Yes
"Mobile Set (China Made)
(Model  Mi-323,  EAN  13,
Black  color,  IMEI:
No.355339030360856  &
355339030360864)
alongwith  Accessories
(i.e.  Charger,  Handsfree
and data cable)",,"Mr.  Sajid  Latif  Awan,  DG
(G & EA), PTA.",,3/14/2011,5000,0,Yes,Yes
"One  Ladies  Shawl  and  a
Framed  Picture  of  the
Supreme  Court  of  Nepal
(broken frame)",,"Mr.  Sajid  Mehmood  Qazi,
Additional  Registrar  of
Supreme Court",,3/16/2011,6500,0,Yes,Yes
One Scenery,,Chairman Senate,,3/24/2011,8500,0,Yes,Yes
"a. One Shawl
b. One  Book  on
Bhutan",,"Dr. Abdul Hafeez Shaikh,
Minister  for  Finance,
Revenue  and  Economic
Affairs,",,3/27/2011,0,0,Yes,Yes
"One Wrist Watch Certina
(No.536.7129.12.66)",Watch,"Mr.  Imran  Mahmood,
Chief  Security  Officer  to
Prime  Minister,  (CSO  to
PM)",,3/28/2011,45000,5250,Yes,Yes
"a. Wrist  Watch
Faconable
(Gents)
b. Wrist  Watch
Faconable (Lady’s)",Watch,"Makhdoom  Shah
Mehmood  Qureshi,  Ex-
Foreign Minister",,3/28/2011,115000,0,Auctioned,"Auctioned
(a) For
Rs.31,500/-
(b) For
Rs.45,500/-"
"One Pair of Cufflinks
One Pen",Pen,"Makhdoom  Shah
Mehmood  Qureshi,  Ex-
Foreign Minister",,3/28/2011,5000,0,Yes,Yes
"One  Watch  Van  Der
Bauwede  with  one  Pair
of  Cufflinks  &  one  Ball
pen",Watch,"Mr.  Iftekhar  Aziz,
Ambassador  of  Pakistan
in Kuwait",Bureaucracy,3/29/2011,45000,5250,Yes,Yes
"One  Gift  Pack
Containing  (Perfume
kit): -
(i.e.  Perfume,  Luban
dan,  Body  Spray  Body
Gel,  Lighter,  Coke  and
small  Pieces  of  Ood
Wood.",,"Mr.  Arslan  Asad,  News
Reporter, PTV News",Media,4/2/2011,75000,9750,Yes,Yes
"Wrist  Watch  Van  der
Bauwede with pen, Tie &
Cufflinks",Watch,"Mr.  Adeel  Ahmed  Khan,
Protocol  Officer  Ministry
of Foreign Affairs",,4/2/2011,40000,4500,Yes,Yes
One Box (Small),,"Mr.  Khushnood  Akhtar
Lashari,  Principal
Secretary  to  Prime
Minister (PSPM)",Bureaucracy,4/6/2011,800,0,Yes,Yes
One Box (Small),,"Mr. Shabbir Anwar, Press
Secretary  to  the    Prime
Minister",Bureaucracy,4/6/2011,0,0,Yes,Yes
One Box (Small),,"Brig. Nasir Dilawar Shah,
Military  Secretary  to  the
Prime Minister",Military,4/6/2011,0,0,Yes,Yes
One Box (Small),,"Brig.  Sami  Ullah,
Personal  Physician  to  the
Prime Minister",Military,4/6/2011,0,0,Yes,Yes
One Photo Frame,,"Mr.  Imran  Mahmood
Chief  Security  (CSO)  to
Prime Minister",,4/6/2011,0,0,Yes,Yes
One Photo Frame,,"Wg.  Cdr.  Shahzad  Fatah,
ADC to Prime Minister",Military,4/6/2011,0,0,Yes,Yes
"One Wrist Watch Certina
(No.C001510A)",Watch,"Mr. Shabbir Anwar, Press
Secretary  to  Prime
Minister",Bureaucracy,4/6/2011,45000,5250,Yes,Yes
"One  Packet  Containing
Pair  of  Cufflinks,  Pen  &
Wallet",Pen,"Mr.  Malik  Asif  Hayat,
Secretary  to  the
President",Bureaucracy,4/6/2011,8000,0,Yes,Yes
Watch Van Der Bauwede,Watch,"Mr. Abdul Malik Abdullah,",,4/8/2011,45000,5250,Amount,Amount
"One  Packet  Containing
Pair  of  Cufflinks,  Ball
Pen & Wallet",Pen,"Sq.  Ldr.  Usman  Ahmed,
PAF",Military,4/8/2011,8000,0,Yes,Yes
"One  Packet  Containing
Pair  of  Cufflinks,  Ball
Pen & Wallet",Pen,Sq. Ldr. Farhan Tanvir,Military,4/8/2011,8000,0,Yes,Yes
"One  Packet  Containing
Pair  of  Cufflinks,  Pen  &
Wallet",Pen,Sq. Ldr. Tariq Hameed,Military,4/8/2011,8000,0,Yes,Yes
"One  Packet  Containing
Pair  of  Cufflinks,  Pen  &
Wallet",Pen,Assistant W. Officer Tariq,,4/8/2011,8000,0,Yes,Yes
"One  Packet  Containing
Pair  of  Cufflinks,  Pen  &
Wallet",Pen,Snr. Tech. Tassawar,,4/8/2011,8000,0,Yes,Yes
"Watch Van Der Bauwede
with  One  Pair  of
Cufflinks  (VDB)  &  One
Ball pen (VDB)",Watch,"Mr.  Muhammad  Aslam,
Additional  Secretary
(ME&A), Foreign Affairs",Bureaucracy,4/9/2011,45000,5250,Yes,Yes
"One  Packet  Containing
Ball Pen & Wallet",Pen,"Mr.  Javed  Rafique,
Director, IB.",,4/9/2011,5000,0,Auctioned,"Auctioned for
Rs.7,778/-"
"One  Packet  Containing
Pair  of  Cufflinks,  Pen  &
Wallet",Pen,"Mr.  Hamad  Kiani,
Reporter, PBC.",,4/11/2011,8000,0,Yes,Yes
"Watch Van Der Bauwede
with  one  Pair  of
Cufflinks  &  one  Ball  pen
(VDB)",Watch,"Mr.  Imtiaz  Kazi,
Secretary  Petroleum  &
Natural Resources",Bureaucracy,4/15/2011,45000,5250,Yes,Yes
One Painting (in wooden,,"Mr.  Farhatullah  Babar,",PPP,4/16/2011,5000,0,Yes,Yes
"A  gift  pack  containing
Wrist  Watch  Van  Der
Bauwede  with  Scarf  &
Bracelet",Watch,"Ms.  Hina  Rabbani  Khar,
Minister  of  State  for
Foreign Affairs",PPP,4/20/2011,45000,5250,Yes,Yes
"One  Jewellery  Box
Empty",,"Mr.  khushnood  Akhtar
Lashari,  Principal
Secretary  to  the  Prime
Minister",Bureaucracy,4/28/2011,8000,0,Yes,Yes
"One  Jewellery Box
Empty",,"Brig. Nasir Dilawar Shah,
Military  Secretary  to  the
Prime Minister",Military,4/28/2011,8000,0,Yes,Yes
"One  Gift  Pack
Containing  (Perfume
kit): -
(i.e.  Perfume,  Luban
dan,  Body  Spray  Body
Gel,  Lighter,  Coke  and
small  Pieces  of  Ood
Wood.",,"SP  Muqaddus  Haider,
Security  Officer  to  Prime
Minister",,4/28/2011,75000,9750,Yes,Yes
"One  Packet  Containing
Pair  of  Cufflinks,  Pen  &
Wallet",Pen,"Mr.  Ashiq  Saleem,
Advance  Security
Technical Team, IB",,4/30/2011,8000,0,Yes,Yes
"One  Photo  Frame
(souvenir)",,"Mr.  Abid  Saeed,
Additional  Secretary,
Food & Agriculture",Bureaucracy,5/2/2011,500,0,Yes,Yes
"One  Wooden  Decoration
Piece (Sandal Wood)",Decoration Pieces,"Mr.  Zafar  Mahmood,
Secretary Commerce",Bureaucracy,5/3/2011,4500,0,Yes,Yes
"One  Gift  Pack
Containing  (Perfume
kit): -
(i.e.  Perfume,  Luban
dan,  Body  Spray  Body
Gel,  Lighter,  Coke  and",,"Mr.  Munir  Ahmad  Chishti
PSP,  IB,  Incharge  of
Advance  Security
Technical  Team  of  the
Prime Minister,",,5/3/2011,75000,9750,Yes,Yes
"One  Gift  Pack
Containing  (Perfume
kit): -
(i.e.  Perfume,  Luban
dan,  Body  Spray  Body
Gel,  Lighter,  Coke  and
small  Pieces  of  Ood
Wood.",,"Member  of  Advance
Security  Technical  Team
of  the Prime  Minister,  M.
Sohail Younis, IB",,5/3/2011,75000,0,No,No
"One  Commemorative
(Silver Coin)",,"Mr.  Farhatullah  Babar,
Spokesperson  to  the 
President",PPP,5/9/2011,9500,0,Yes,Yes
One Carpet,Carpet,"Syed Yousaf Raza Gillani,
Prime  Minister  of
Pakistan",PPP,5/24/2011,20000,1500,Yes,Yes
"One  Silver  Decoration
Candy Box",Decoration Pieces,"Mr.  Farooq  H.  Naek
Chairman Senate",,6/6/2011,35000,3750,Yes,Yes
"a. One Model of Kuwait
Sailing  Ship  (Al
Boom)
b. One  Wrist  Watch
(Ulysse Nardin)
c. Six  Gold  Coins
(Central  Bank  of
Kuwait  i.e.
1,5,10,20,50,100
Fils)
d. One Pure Silver Coin
Picture  Kuwait
landmarks  with
Selective gold  plated",Watch,"Mr.  Asif  Ali  Zardari,
President of Pakistan.",PPP,6/13/2011,751702,0,Yes,Yes
"a. One  Wrist  Watch
(Corum),
b. One  Model  of  Coin
(White  &  Gold
Plated)  (Central
Bank of Kuwait),
c. One  Model  of
(Silver)  Coin
(Central  Bank  of
Kuwait)",Watch,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,6/13/2011,2542908,189219,Yes,Yes
"One  Box  Containing  9
coins  (3  Medium  +  6
Small)",,"Mr.  Asif  Ali  Zardari,
President of Pakistan.",PPP,6/13/2011,38477,0,Yes,Yes
"Box  Containing  Picture
CD and Keychain",,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,6/13/2011,1500,0,Yes,Yes
One Carpet,Carpet,"Mr. Ghalib Iqbal, Chief of
Protocol, Foreign Affairs,",Military,6/29/2011,20000,1500,Yes,Yes
One Knife,,"Mr. Ghalib Iqbal, Chief of
Protocol, Foreign Affairs",Military,6/29/2011,3000,0,Yes,Yes
"One Packet fountain Pen
& Wallet/Purse",Pen,"Syed  Mushir  Ali  Shahid,
Deputy  Press  Secretary
to the President",Bureaucracy,7/2/2011,5000,0,Yes,Yes
"One  Packet  Containing
Pair  of  Cufflinks,  Pen  &
Wallet",Pen,"Mr.  Shahid  Ahmed,
Cameraman, PTV",Media,7/5/2011,8000,0,Yes,Yes
"One  Packet  Containing
Pair  of  Cufflinks,  Pen  &
Wallet",Pen,"Mr.  Abdul  Ghaffar,
Engineer, PTV",Media,7/5/2011,8000,0,Yes,Yes
"One  Packet  Containing
Pair  of  Cufflinks,  Pen  &
Wallet",Pen,"Mr.  Musadaq  Kallem,
Reporter, PTV",Media,7/9/2011,8000,0,Yes,Yes
"One  Packet  Containing
Pair  of  Cufflinks,  Pen  &
Wallet",Pen,"Mr.  Muhammad  Tariq,
Photographer, PID",,7/9/2011,8000,0,Yes,Yes
"One  Packet  Containing
Pair  of  Cufflinks,  Pen  &
Wallet",Pen,"Ms.  Shmaila  Andleeb,
Reporter, APP",,7/9/2011,8000,0,Yes,Yes
"One  Packet  Containing
Pair  of  Cufflinks,  Pen  &
Wallet",Pen,"Mr.  Allay  Anees,
Cameraman, APP",,7/9/2011,8000,0,Yes,Yes
One Carpet (small),Carpet,"Dr.  Asim  Hussain,
Minister  for  Petroleum  &",,7/11/2011,7500,0,Yes,Yes
"One  Wrist  Watch
(FENDI)",Watch,"Mr.  Manzoor  ul  Haq,  DG
(ME),  Ministry  of  Foreign
Affairs",,7/13/2011,65000,0,Yes,Yes
"One  Carpet  (160x110
centimeters)  approx
(color:  Brown  and
Green)",Carpet,"Mr.  Sajjad  Kamran,  DG
(Afghanistan)  /
Additional Secretary  (AP)
Ministry of Foreign Affairs",Bureaucracy,7/13/2011,20000,1500,Yes,Yes
"a. One  Box  containing
Ceramic  Picture  in
Leather Frame,
b. One  Mont  Blank
Leather  Bag  with
Diary + Pen,
c. One Shield,
d. One  Silver  Coin
(Commemorative
Medal)
e. One  Decoration  Table
Watch
f. One Silver Coin,
g. One Cigarette Case,
h. One Ball Pen,
i. One Coin (G),
j. One  Note  Book  &  Ball
pen",Decoration Pieces,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,7/14/2011,246000,16950,Yes,Yes
"One  Leather  Bag
Containing: -
One  Coin,  One  Ball  Pen,
One Cigarette Case, One
Note  Book  with  Pen,
One  CD,  One  Ticketing
Album and Book",,"Military  Secretary  to  the
President,  (MS  to  the
President of Pakistan)",Military,7/14/2011,10000,0,Yes,Yes
"One  Leather  Bag
Containing: -
One  Coin,  One  Ball  Pen,",,"Deputy Military Secretary
to  the  President  (DMS  to
the President)",Military,7/14/2011,10000,0,Yes,Yes
"One  Leather  Bag
Containing: -
One  Coin,  One  Ball  Pen,
One Cigarette Case, One
Note  Book  with  Pen,
One  CD,  One  Ticketing
Album and Book",,"Mr.  Farhatullah  Babar,
Spokes  Person  to  the
President of Pakistan.",PPP,7/14/2011,10000,0,Yes,Yes
"One  Brief  Case
Containing: -
a. one Carpet
b. One  Shield  (A  world
without Terrorism)",Carpet,"Mr.  Asif  Ali  Zardari,
President of Pakistan.",PPP,7/14/2011,0,1500,Yes,Yes
"One  Brief  Case
containing one Carpet",Carpet,"Military  Secretary  to  the
President of Pakistan",Military,7/14/2011,8000,0,Yes,Yes
"One  Brief  Case
containing one Carpet",Carpet,"Deputy Military Secretary
to  the  President  of
Pakistan",Military,7/14/2011,8000,0,Yes,Yes
"One  Brief  Case
containing one Carpet",Carpet,"Mr.  Farukh  Amil,
Additional Secretary,
Foreign Affairs",Bureaucracy,7/14/2011,8000,0,Yes,Yes
"One  Brief  Case
containing one Carpet",Carpet,"Farhat  Ullah  Babar,
Spokes  Person  to  the
President of Pakistan.",,7/14/2011,8000,0,Yes,Yes
"One Packet containing:
a. Two  Kashan  Cookie,
One Pistachio,
b. One  Sohan
Mohammad
Saedinia,",,"Chief  Security  Officer  to
the President",,7/14/2011,0,0,Yes,Yes
"One Packet Containing:
a. Two  Kashan  Cookie,
One Pistachio,
b. One  Sohan
Mohammad
Saedinia,
c. One Atiq (Toffes)",,"ADC  (Navy)  to  the
President",Military,7/14/2011,0,0,Yes,Yes
"One Packet Containing:
a. Two  Kashan  Cookie,
One Pistachio,
b. One  Sohan
Mohammad
Saedinia,
c. One Atiq (Toffes)",,"Lt.  Col.  Salman  Saleem,
Medical  Classified
Specialist  to  the
President",Military,7/14/2011,0,0,Yes,Yes
"One Packet Containing:
a. Two Kashan Cookie,
One Pistachio,
b. One  Sohan
Mohammad
Saedinia,
c. One Atiq (Toffes)",,"Maj.  Basharat  (Staff
Officer to the President)",Military,7/14/2011,0,0,Yes,Yes
"One Packet Containing:
a. Two  Kashan  Cookie,
One Pistachio,
b. One  Sohan
Mohammad
Saedinia,
c. One Atiq (Toffes)",,"Mr.  Fasih  Ullah  Khan,
Deputy Director",,7/14/2011,0,0,Yes,Yes
"One Packet Containing:
a. One Pistachio,
b. One  Sohan
Mohammad
Saedinia,",,"Hav.  M.  Jamil,  Security
Staff",Police,7/14/2011,0,0,Yes,Yes
"One Packet Containing:
a. One Pistachio,
b. One  Sohan
Mohammad
Saedinia,
c. One Kashan Cookie",,"N/K  Sabz  Ali,  Security
Staff",Military,7/14/2011,0,0,Yes,Yes
"One Packet Containing:
a. One Pistachio,
b. One  Sohan
Mohammad
Saedinia,
c. One Kashan Cookie",,"L/NK  Rana  Ijaz,  Security
Staff",Military,7/14/2011,0,0,Yes,Yes
"One Packet Containing:
a. One Pistachio,
b. One  Sohan
Mohammad
Saedinia,
c. One Kashan Cookie",,"L/NK  Abdul  Rehman,
Security Staff",Military,7/14/2011,0,0,Yes,Yes
"One Packet Containing:
a. One Pistachio,
b. One  Sohan
Mohammad
Saedinia,
c. One Kashan Cookie",,"L/NK  Gul  Zameen  Khan,
Security Staff",Military,7/14/2011,0,0,Yes,Yes
"One Packet Containing:
a. One Pistachio,
b. One  Sohan
Mohammad
Saedinia,
c. One Kashan Cookie",,"Constable  Farman  Ullah,
Security Staff",Police,7/14/2011,0,0,Yes,Yes
"One Packet Containing:
a. One Pistachio,
b. One  Sohan",,"Hav. M. Rafique, Security
Staff",Police,7/14/2011,0,0,Yes,Yes
"One Packet Containing:
a. One Pistachio,
b. One  Sohan
Mohammad
Saedinia,
c. One Kashan Cookie",,"Mukhtar Ahmed, Security
Staff",,7/14/2011,0,0,Yes,Yes
"One Packet Containing:
a. One Pistachio,
b. One  Sohan
Mohammad
Saedinia,
c. One Kashan Cookie",,"Israr  Ahmed  Khan,
Protocol Assistant.",,7/14/2011,0,0,Yes,Yes
"One Packet Containing:
a. One Pistachio,
b. One  Sohan
Mohammad
Saedinia,
c. One Kashan Cookie",,"Mushtaq Ahmed, Valet",,7/14/2011,0,0,Yes,Yes
"One Packet Containing:
a. One Pistachio,
b. One  Sohan
Mohammad
Saedinia,
c. One Kashan Cookie",,"Alix Bux Ansari, Cook",,7/14/2011,0,0,Yes,Yes
"One  Framed  Egyptian
Art  work  (depicting  six
women + three men)",,"Minister  for  Privatization,
Mr. Ghous Bux Mehr",,7/16/2011,4000,0,Auctioned,"Auctioned for
Rs.3,500/-"
One Carpet,Carpet,"Chief  of  Protocol,
Ministry of Foreign Affairs",Military,7/21/2011,7500,0,Yes,Yes
One Cup and Saucer,,"Mr.  Farhatullah  Baber,
Spokesperson  to  the
President",,7/22/2011,10000,0,Yes,Yes
a. Gents  Watch  Gio,Watch,"Mr. Ghalib Iqbal, Chief of",,7/25/2011,0,56573,Amount,Amount
"Gents  Watch  Gio
Monoco  Qtz  (Stainless
Steel)",Watch,"Mr.  Faisal  Niaz  Tirmizi,
Deputy  Chief  of  Protocol,
(DCP), Foreign Affairs",Military,7/25/2011,0,8250,Yes,Yes
"Gents  Watch  Gio
Monoco  Geneve  HYP
No.2  automatic  leather
strap (Stainless Steel)",Watch,"Mr.  Adeel  Ahmad  Khan,
Protocol  Officer,  Foreign
Affairs",,7/25/2011,0,11250,Yes,Yes
"One Wrist Watch Bvlgari
(No. L2442)",Watch,"Mr.  Khushnood  Akhtar
Lashari,  (Principal
Secretary  to  the  Prime
Minister) (PSPM)",Bureaucracy,8/12/2011,160000,22500,Yes,Yes
"a. One Golden Sword
b. One Tasbih in gold
c. One Table Clock
d. One Pen
e. Box Containing Oudh
f. Piece  of  Ghalaf-e-
Kaba",,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,8/15/2011,847847,0,Yes,Yes
"One Box Containing Two
Wrist  Watches,
Cufflinks,  Pair  of  Ear-
rings,  One  Ring,  One",Watch,"Brig.  Syed  M.  Adnan,
Military  Secretary  (MS)
to the President",Military,8/15/2011,387149,56573,Yes,Yes
"One Box Containing Two
Wrist  Watches,
Cufflinks,  Pair  of  Ear-
rings,  One  Ring,  One
Bracelet & One Pen.",Watch,"Mr.  Farhatullah  Babar,
Spokesperson  to  the
President",PPP,8/15/2011,387149,56573,Yes,Yes
"One Box Containing Two
Wrist  Watches,
Cufflinks,  Pair  of  Ear-
rings,  One  Ring,  One
Bracelet & One Pen.",Watch,"Mr.  Amir  Saeed,  Deputy
Military Secretary, (DMS)
to the President",Military,8/15/2011,387149,0,Yes,Yes
"One Box Containing Two
Wrist  Watches,
Cufflinks,  Pair  of  Ear-
rings,  One  Ring,  One
Bracelet & One Pen.",Watch,"Lt.  Col.  Babar  Mumtaz,
Chief  Security  Officer
(CSO) to the President",Military,8/15/2011,387149,56573,Yes,Yes
"Gents  Watch  Gio
Monoco",Watch,"Sq.  Leader  Malik  Jalal
Farooq,  ADC  (Air)  to  the
President",Military,8/15/2011,85000,11250,Yes,Yes
"Gents  Watch  Gio
Monoco",Watch,"Lt.  Cdr.  Syed  Salman
Shah,  ADC  (Navy)  to  the
President",Military,8/15/2011,85000,11250,Yes,Yes
"Gents  Watch  Gio
Monoco",Watch,"Lt.  Col.  Salman  Saleem
Classified  Medical
Specialist",Military,8/15/2011,85000,11250,Yes,Yes
One Watch Hamilton,Watch,"Maj.  Jamil  Ur  Rehman,
Security  Officer  to  the
President",Military,8/15/2011,65000,0,Yes,Yes
One Watch Hamilton,Watch,"Mr.  Wazir  Abbasi,  Valet,
President Secretariat",,8/15/2011,60000,7500,Yes,Yes
One Watch Hamilton,Watch,"Mr.  Manzoor  Ali,  Cook
President Secretariat",,8/15/2011,60000,7500,Yes,Yes
One Watch Hamilton,Watch,"Mr.  Shoaib  Saleem,
Protocol  Assistant.
President Secretariat",,8/15/2011,65000,0,Yes,Yes
One Watch Hamilton,Watch,"Hav.  Muhammad  Jamil,
Security  Staff  President
Secretariat",Police,8/15/2011,60000,7500,Yes,Yes
One Watch Hamilton,Watch,"Hav. Amanullah, Security
Staff  President
Secretariat",Police,8/15/2011,60000,7500,Yes,Yes
One Watch Hamilton,Watch,"L/NK  Saeed  Akhtar,
Security  Staff,  President
Secretariat",Military,8/15/2011,60000,7500,Yes,Yes
One Watch Hamilton,Watch,"L/NK  Abdul  Rehman,
Security  Staff  President
Secretariat",Military,8/15/2011,60000,7500,Yes,Yes
One Watch Hamilton,Watch,"Cons  Sajid  Hussain,
Security  Staff  President
Secretariat",Police,8/15/2011,60000,7500,Yes,Yes
One Watch Hamilton,Watch,"Mr.  Muhammad  Yar
Kalyar,  Security  Staff
President Secretariat",,8/15/2011,60000,7500,Yes,Yes
One Watch Hamilton,Watch,"Mukhtar  Ahmed,  SPI
Branch,  Security  Staff
President Secretariat",,8/15/2011,60000,7500,Yes,Yes
One Watch Hamilton,Watch,"Hav.  Akbar  Ali,  Security
Staff  President
Secretariat",Police,8/15/2011,60000,7500,Yes,Yes
"One  Wrist  Watch  Gio
Monocco",Watch,"Mr. Ghalib Iqbal, Chief of
Protocol, Foreign Affairs",Military,8/15/2011,135000,18750,Yes,Yes
"One  Wrist  Watch
Hamilton",Watch,"Mr. Faisal Tirmizi, Deputy
Chief  of  Protocol,  DCP,
Foreign Affairs",Military,8/15/2011,130000,18000,Yes,Yes
One  Wrist  Watch,Watch,"Mr.  Adeel  Ahmed  Khan,",,8/15/2011,100000,13500,Amount,Amount
"One  Wrist  Watch
Movado (No.4652275)",Watch,"Mr.  Imran  Mehmood,
Chief  Security  Officer  to
the Prime Minister",,8/16/2011,65000,8250,Yes,Yes
"One  Wrist  Watch
Hamilton  (No.2824-2-
H395150)",Watch,"Sub  Inspector  Manzoor
Hussain, Gunman",Police,8/16/2011,60000,7500,Yes,Yes
"One  Wrist  Watch
Hamilton
(No.ATM/100FT)",Watch,"Hav.  Muhammad  Zubair,
SSG, Gunman",Police,8/16/2011,60000,7500,Yes,Yes
"One  Wrist  Watch
Hamilton  (No.H745920)
Qtz",Watch,"Constable,  Muhammad
Saghir, Gunman",Police,8/16/2011,35000,3750,Yes,Yes
"One  Wrist  Watch
Hamilton
(No.10BAR/145PSI)",Watch,"Constable, Khawar Abbas
Gunman",Police,8/16/2011,60000,7500,Yes,Yes
"One  Wrist  Watch
Hamilton (No.H346150)",Watch,"Constable  Naveed
Anwar, Gunman",Police,8/16/2011,35000,3750,Yes,Yes
"One  Wrist  Watch  POG
(No.POG E66903)",Watch,"Const.  Waseem  Ahmed,
Gunman",Police,8/16/2011,60000,7500,Yes,Yes
"One  Wrist  Watch
Hamilton
(10ATM/330FT)",Watch,"Const.  Raziq  Mehmood,
Gunman",Police,8/16/2011,35000,3750,Yes,Yes
"One  Wrist  Watch
Hamilton  (No.20
BAR/290 PSI)",Watch,"Const.  Faqir  Shah,
Gunman",Police,8/16/2011,60000,7500,Yes,Yes
"One  Wrist  Watch  Gio
Monocco",Watch,"Mr. Muqqudus Hyder, SP.
Security  Officer  to  the
Prime Minister",Police,8/16/2011,135000,18750,Yes,Yes
"One Wrist Watch Bvlgari
(No.O 9193)",Watch,"Brig.  Raja  Samiullah,
Personal  Physician  to  PM",Military,8/18/2011,160000,22500,Yes,Yes
"One  Wrist  Watch
Hamilton (No.H 644250)",Watch,"Brig.  Tahir  Ali  Malik,
Military  Secretary  to
Prime Minister",Military,8/18/2011,60000,7500,Yes,Yes
"One  Wrist  Watch  Gio
Monocco (No.s n 0302)",Watch,"Mr.  Zubair  Ahmed,
Deputy  Secretary to  the
Prime Minister",Bureaucracy,8/18/2011,65000,8250,Yes,Yes
"One  Wrist  Watch
Hamilton (No.H 647150)",Watch,"Wing  Cadre.  Shahzad
Fatah,  ADC  to  Prime
Minister",Military,8/18/2011,60000,7500,Yes,Yes
"One  Wrist Watch
Hamilton (No.H 325550)",Watch,"Mr.  Sadiq  Sanjrani,
Coordinator,  PM’s
Grievances Wing",,8/18/2011,60000,7500,Yes,Yes
"One  Wrist  Watch
Hamilton (No.H365160)",Watch,"SP  M.  Suleman  Security
Officer  to  Prime  Minister
(PM)",Police,8/18/2011,60000,7500,Yes,Yes
"One  Wrist  Watch
Longiness  Qtz
Chronograph",Watch,"Sq. Ldr. Tariq, PAF",Military,8/19/2011,95000,12750,Yes,Yes
"One  Wrist  Watch
Longiness Qtz",Watch,"Sqn.  Ldr  Usman  Ahmad,
Member  of  Air  Crew,
President entourage",Military,8/19/2011,75000,9750,Yes,Yes
"One  Wrist  Watch
Longiness Qtz.",Watch,"Sqn. Ldr. Sohail, Member
of  Air  Crew,  President
entourage",Military,8/19/2011,55000,6750,Yes,Yes
"One  Wrist  Watch
Longiness Qtz.",Watch,"Sr.  Tech.  Shahid,
Member  of  Air  Crew,
President entourage",,8/19/2011,55000,6750,Yes,Yes
"One  Wrist  Watch
Longiness Qtz.",Watch,"Sr.  Tech.  Asim,  Member
of  Air  Crew,  President
entourage",,8/19/2011,55000,6750,Yes,Yes
"One  Watch  Longiness
Automatic  (L3.677.4)
(No.35567178)",Watch,"Mr.  Sarfraz  Hussain,
Deputy  Director,
President Secretariat.",,8/22/2011,90000,12000,Yes,Yes
