,Gift_detail,Item_category,Recipient_name,Affiliation,Date,Assessed_value,Retention_cost,Retained,Remarks
2251,One Glass Decoration Bowl (L),Decoration Pieces,"Brig.  Mian Muhammad  Hilal Hussain,  MS  to  the President, MS (P)",Military,2009-04-13,5000.0,0.0,Yes,Yes
2256,One Decoration piece,Decoration Pieces,"Mr  Ghalib  Iqbal, Chief  of  Protocol, Foreign Affairs",Military,2009-04-21,4500.0,0.0,Yes,Yes
2257,One Decoration piece,Decoration Pieces,"Mr.  M.  Amjad  Aziz Qazi,  Deputy  Chief Protocol,  Foreign Affairs",Military,2009-04-21,3000.0,0.0,Yes,Yes
2261,One Carpet Rug,Carpet,"Mr.  Ghalib  Iqbal, Chief  of  Protocol, Foreign Affairs",Military,2009-05-25,0.0,0.0,Yes,Yes
2265,One Carpet/Rug,Carpet,"Military  Secretary to the  President,  MS (P)",Bureaucracy,2009-06-02,5000.0,0.0,Yes,Yes
2275,One  Box  containing Two Pens,Pen,"Brig.  Mian Muhammad  Hilal Hussain,  MS  to  the President, MS (P)",Military,2009-06-29,2500.0,0.0,Yes,Yes
2278,Wrist  watch  (Tag Heuer),Watch,"Malik  Asif  Hayat, Secretary  Labour and Manpower",Bureaucracy,2009-07-08,90000.0,12000.0,Yes,Yes
2280,Carpet  in  Shopping Bag,Carpet,"Mian  Muhammad Shehbaz  Sharif, Chief  Minister, Punjab",PMLN,2009-07-15,13000.0,0.0,Auctioned,"Auctioned for Rs.20,000/-"
2288,a. Large carpet b. 30 small carpets c. 26  lady’s  watch Citizen,Watch,"Mian  Muhammad Shehbaz  Sharif, Chief  Minister, Punjab",PMLN,2009-07-15,328000.0,0.0,Auctioned,"Auctioned- a. For Rs. 60,000/- b. For Rs. 15,870/ c. For Rs.17,555/-"
2293,"One  box  containing wrist  watch,  pair  of cufflinks  pen  &  tie (Ven Der Bauwede)",Watch,"Muhammad  Amjad Aziz  Qazi,  Deputy Chief  of  Protocol, DCP  Ministry  of Foreign Affairs",Military,2009-07-20,25000.0,2250.0,Yes,Yes
2294,One  wrist  watch Omega  No.81469359 Constellation  Steel Bracelet,Watch,"Mr.  Ghalib  iqbal, Chief  Protocol  M/o Foreign Affairs",Military,2009-08-01,135000.0,18750.0,Yes,Yes
2295,One Flower Vase,Decoration Pieces,"Mr.  Farhatullah Babar, Spokesperson to the President",PPP,2009-08-06,2000.0,0.0,Yes,Yes
2299,Decoration  Piece  / Shield,Decoration Pieces,"Mr.  Farooq  H.  Naek, Chairman Senate",PPP,2009-08-10,3000.0,0.0,Yes,Yes
2301,Decoration  Piece (City Model),Decoration Pieces,"Mr.  Farooq  H.  Naek, Chairman Senate",PPP,2009-08-10,0.0,0.0,Yes,Yes
2304,Decoration  piece (Shanghai Scenery),Decoration Pieces,"Mr.  Farooq  H.  Naek, Chairman Senate",PPP,2009-08-10,3500.0,0.0,Yes,Yes
2309,a. One  Decoration (piece)  (Wooden + Glass) b. One  Noter  Coin Album,Decoration Pieces,"Secretary/Chairman , Railways Board",Bureaucracy,2009-09-03,2000.0,0.0,Auctioned,"Auctioned a. For Rs. 1,110/- b. For Rs.2,010/-"
2310,"Wrist  watch, Facconable -",Watch,"Mr.  Salman  Bashir, Foreign Secretary",Bureaucracy,2009-09-10,24000.0,2100.0,Yes,Yes
2312,One  Package  of  gift i.e.  Decoration  Piece Chinese  Fan  Type Golden Color,Decoration Pieces,"Syed  Hasan  Javed, Additional Secretary,  Foreign Affairs",Bureaucracy,2009-10-08,500.0,0.0,Auctioned,"Auctioned for Rs.1,250/-"
2313,Wrist  watch Facconable,Watch,"Rao  Sadiq  Ali, Reporter PBC",Media,2009-10-08,24000.0,2100.0,Yes,Yes
2324,One  Wrist  Watch (Van Der Bauwede),Watch,"Mr.  Muhammad Aziz,  Photographer, PID",Media,2009-10-21,25000.0,0.0,Yes,Yes
2325,One  Tea  Pot  China Clay  Dark  Brown Color  with  Golden Work,Crockery,"Mr.  Sibtain  Fazal Haleem, Secretary EAD",Bureaucracy,2009-11-10,1000.0,0.0,Auctioned,"Auctioned for Rs.1,500/-"
2326,One  Tea  Set  Red Color  in  a  Brief  Case Brown Color,Crockery,"Mr.  Sibtain  Fazal Haleem, Secretary EAD",Bureaucracy,2009-11-10,3500.0,0.0,Broken and written off,Broken and written off
2327,One Leather Bag,Bags,"Mr.  Zafar  Mahmood, Cabinet Secretary",Bureaucracy,2009-11-17,10000.0,0.0,Yes,Yes
2333,Model  Door  of Khana Kaba,Decoration Pieces,"Syed  Yousaf  Raza Gillani,  Prime Minister of Pakistan",PPP,2009-12-23,50000.0,6000.0,Yes,Yes
2334,"One  Jewelry  set containing  Necklace, Bracelet,  Ring  &  one Pair of Ear Rings",Jewellery/Accessories,"Wife  of  Prime Minister,  Yousaf Raza Gillani",PPP,2009-12-23,2183620.0,0.0,Yes,Yes
2335,One  Wrist  Watch Hamilton No.H-3261,Watch,"Syed  Ahmed Mujtaba  Gillani, Brother  of  Prime Minister,  Yousaf Raza Gillani",PPP,2009-12-23,110000.0,15000.0,Yes,Yes
2336,One  Wrist  Watch Faconable,Watch,"Syed  Ali  Musa Gillani, Son of Prime Minister,  Yousaf Raza Gillani",PPP,2009-12-23,50000.0,0.0,Yes,Yes
2337,One  Wrist  Watch Faconable,Watch,"Syed  Qutab  Ali Shah,  Nephew  of Prime  Minister, Yousaf Raza Gillani",PPP,2009-12-23,50000.0,6000.0,Yes,Yes
2338,One  Wrist  Watch Faconable,Watch,"Shahid  Ali  Sheikh, Guest  of  Prime Minister,  Yousaf Raza Gillani",PPP,2009-12-23,50000.0,6000.0,Yes,Yes
2339,One  Wrist  Watch Faconable,Watch,"Mian  Amjad,  Guest of  Prime  Minister, Yousaf Raza Gillani",PPP,2009-12-23,50000.0,6000.0,Yes,Yes
2340,One  Wrist  Watch PIPPO,Watch,"Mrs.  Itrat  Bano, Wife of Syed Ahmad Mujtaba Gillani",PPP,2009-12-23,70000.0,9000.0,Yes,Yes
2341,One  Wrist  Watch PIPPO,Watch,"Syeda  Fiza  Batool, Daughter  of  Prime Minister,  Yousaf Raza Gillani",PPP,2009-12-23,70000.0,9000.0,Yes,Yes
2343,One  Wrist  Watch Faconable,Watch,"Mr.  Muhammad Naeem  Khan,  Guest of  Prime  Minister, Yousaf Raza Gillani",PPP,2009-12-23,50000.0,6000.0,Yes,Yes
2344,One  wrist  watch Technomarine,Watch,"Maj.  Gen.  Azhar Mahmood,  personal physician  to  Prime Minister",Military,2009-12-30,43000.0,4950.0,Yes,Yes
2345,One  Wrist  Watch Technomarine,Watch,"Mr.  Siraj  Saleem Shamsuddin,  Ex- Principal  Secretary  to the Prime Minister",Bureaucracy,2010-01-13,43000.0,4950.0,Yes,Yes
2346,Wrist Watch POG,Watch,"Brig.  Nazir  Ahmed Butt,  Ex-MS  to  Prime Minister",Military,2010-01-13,25000.0,2250.0,Yes,Yes
2347,One  Lady’s  Wrist Watch Tecnomarine,Watch,"Mrs.  Sumbul  Nazir, Wife  of  EX- MS  to Prime Minister",Military,2010-01-13,35000.0,3750.0,Yes,Yes
2348,One  Wrist  Watch POG,Watch,"Capt ® Khalid Sultan, Ex-PSO  to  Prime Minister",Military,2010-01-13,25000.0,2250.0,Yes,Yes
2353,"One  Box  containing a  Wrist  Watch Philipe  Vendour  with pair  of  Studs,  ball pen and Wallet",Watch,Wg.  Cdr.  Adan  Rishi Pak/10646 GD (P),Military,2010-01-21,40000.0,4500.0,Yes,Yes
2355,One  wrist  watch Rolex  (dateJust Steel  &  Gold  Model No.116233),Watch,"Mr.  Salman  Siddique, Finance Secretary",Bureaucracy,2010-02-19,0.0,0.0,Auctioned,"Auctioned for Rs.501,000/-"
2360,One Carpet,Carpet,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-03-31,40000.0,4500.0,Yes,Yes
2361,One Carpet,Carpet,"Syed  Yousaf  Raza Gillani,  Prime  Minister",PPP,2010-04-01,22000.0,1800.0,Yes,Yes
2362,Wrist  Watch Hamilton,Watch,"Mr. Zia-ur-Rehman, Secretary  Ministry  of Food and Agriculture",Bureaucracy,2010-04-01,110000.0,15000.0,Yes,Yes
2365,One Decoration Bowl,Decoration Pieces,"Syed  Ahsan  Raza, Deputy  Chief  of Protocol,  (DCP), Foreign Affairs",Military,2010-04-05,7000.0,0.0,Yes,Yes
2366,"a. One  wrist  watch, gent’s, b. One  wrist  watch ladies. c. Pair of Cufflinks d. Lady’s Ring e. Pair of Ear Ring f. One Bracelet g. One pen",Watch,"Minister  for  Water  & Power,  Raja  Pervez Ashraf",PPP,2010-04-12,224800.0,32190.0,Yes,Yes
2369,One  Flower  Vase (Glass),Decoration Pieces,"Gp.  Capt.  Waqar Ahmad,  Deputy Military  Secretary  to",Bureaucracy,2010-04-21,8000.0,0.0,Yes,Yes
2372,"One  Wrist  Watch with  pen,  Tie  & Cufflinks  (Van  der Bauwede)",Watch,"Shahid  Saleem  Khan Sr.  Reporter, Associated  Press  of Pakistan, APP",Media,2010-05-04,40000.0,4500.0,Yes,Yes
2373,One  Wrist  Watch Axcent,Watch,Mr.  Shafiq  Qureshi Reporter APP,Media,2010-05-04,8000.0,0.0,Yes,Yes
2374,One Ceramic Tea Set,Crockery,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-05-11,4000.0,0.0,Yes,Yes
2380,One  Crystal Decoration piece,Decoration Pieces,"Mr.  Asif  Ali Zardari, President of Pakistan",PPP,2010-05-11,3500.0,0.0,Yes,Yes
2381,One  Glass  Made Flower Vase,Decoration Pieces,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-05-11,6500.0,0.0,Yes,Yes
2385,One  Metal Decoration Bowl,Decoration Pieces,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-05-11,1000.0,0.0,Yes,Yes
2386,One Ceramic Vase,Decoration Pieces,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-05-11,2500.0,0.0,Yes,Yes
2391,One Pen Mont Blank,Pen,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-05-11,50000.0,6000.0,Yes,Yes
2393,One  small Decoration piece,Decoration Pieces,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-05-11,2000.0,0.0,Yes,Yes
2401,One  Frame Containing Picture of Vase,Decoration Pieces,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-05-11,0.0,0.0,Yes,Yes
2402,One  Ceramic  Vase (White),Decoration Pieces,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-05-11,2500.0,0.0,Yes,Yes
2411,One  Ceramic  Vase (Red),Decoration Pieces,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-05-11,2000.0,0.0,Yes,Yes
2412,One  Wooden  Box containing  Cigars (24 pcs),Cigar/Cigarettes,"Mr. Asif  Ali  Zardari, President of Pakistan",PPP,2010-05-11,24000.0,2100.0,Yes,Yes
2416,One  book  titled “Govt  Art  Collection” and  two  pens (Parker),Pen,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-05-11,10000.0,0.0,Yes,Yes
2418,"Wrist  Watch  with pen,  Tie  &  Cufflinks (Van der Bauwede)",Watch,"Mr.  Javed  Akhtar, Controller News, PBC",Media,2010-05-11,40000.0,4500.0,Yes,Yes
2422,One  Decoration Jewelry Box,Decoration Pieces,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-07-22,6000.0,0.0,Yes,Yes
2423,One  Wooden  Box containing Tea Mats,Crockery,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-07-22,2000.0,0.0,Yes,Yes
2425,"One  Diary,  one Phone  Index  and one Notepad",Phone,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-07-22,0.0,0.0,Yes,Yes
2431,One (small) Carpet,Carpet,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-07-22,15000.0,750.0,Yes,Yes
2435,a. Two books b. Two  Ceramic Vases,Decoration Pieces,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-07-22,8000.0,0.0,Yes,Yes
2443,One Ceramic Vase,Decoration Pieces,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-07-22,2500.0,0.0,Yes,Yes
2444,One Ceramic Vase,Decoration Pieces,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-07-22,2500.0,0.0,Yes,Yes
2445,One Ceramic Vase,Decoration Pieces,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-07-22,6000.0,0.0,Yes,Yes
2454,One  Ceramic  Table Watch,Watch,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-07-22,2500.0,0.0,Yes,Yes
2464,One Ceramic Vase,Decoration Pieces,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-07-22,3000.0,0.0,Yes,Yes
2465,One  Cigar  Box (Green),Cigar/Cigarettes,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-07-22,10000.0,0.0,Yes,Yes
2468,One Carpet,Carpet,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2010-07-22,17000.0,1050.0,Yes,Yes
2476,"Wrist  Watch  with pen, Tie & Cufflinks (Van der Bauwede)",Watch,"Mr. Musaddiq Kaleem, News  Reporter,  PTV News",Media,2010-11-22,40000.0,4500.0,Yes,Yes
2483,"Wrist  Watch  Van  der Bauwede  with  pen, Tie & Cufflinks",Watch,"Mr.  Salahuddin  Malik, Chief  Cameraman, PTV",Media,2010-12-29,40000.0,4500.0,Yes,Yes
2503,"Wrist  Watch  Van  der Bauwede with pen, Tie & Cufflinks",Watch,"Mr.  Abdul  Ghaffar,  TV Engineer",Media,2011-01-08,0.0,0.0,Yes,Yes
2511,One Decoration Piece,Decoration Pieces,"Brig.  Syed  M.  Adnan, Military  Secretary  to  the President  (MS  to  the President)",Military,2011-01-21,2500.0,0.0,Yes,Yes
2515,One Cup containing Tea,Crockery,"Brig.  M.  Iftikhar Mansoor,  Director General",Military,2011-01-21,2500.0,0.0,Yes,Yes
2516,Three  Tins  containing Tea,Crockery,"Capt.  (PN)  Amir  Saeed, Deputy Military Secretary to the President (DMS to the President)",Bureaucracy,2011-01-21,3000.0,0.0,Yes,Yes
2517,One Cup Containing Tea,Crockery,"Sq.  Ldr.  Malik  Jalal Farooq,  ADC  to  the President",Military,2011-01-21,2500.0,0.0,Yes,Yes
2518,One Cup Containing Tea,Crockery,"Lt.  Col.  Baber  Mumtaz, Chief  Security  Officer  to",Military,2011-01-21,2500.0,0.0,Yes,Yes
2519,"a. One Shield, b. One Fountain Pen, c. Box  containing  Two coins  (i.e.  one  Gold coin  in  22kt  +  One Silver Coin) d. Three  books  &  one Letter Pad, e. One Carpet (small), f. One Shield (Tapi Gas Pipe Line)",Carpet,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2011-01-21,10000.0,22687.0,Yes,Yes
2520,One Carpet,Carpet,"Mr.  Asif  Ali  Zardari, President of Pakistan.",PPP,2011-01-21,20000.0,1500.0,Yes,Yes
2521,One Decoration Piece,Decoration Pieces,"Mr.  Asif  Ali  Zardari, President of Pakistan.",PPP,2011-01-21,2000.0,0.0,Yes,Yes
2522,One  Decoration  Marble Piece,Decoration Pieces,"Mr.  Asif  Ali  Zardari, President of Pakistan.",PPP,2011-01-21,2500.0,0.0,Yes,Yes
2523,One Decoration Marble,Decoration Pieces,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2011-01-21,2500.0,0.0,Yes,Yes
2533,One Wrist Watch Certina (Gents) (Rubber Strape) (S/Steel)  (quartz) (No.C011417A),Watch,"Brig.  Raja  Samiullah, Personal  Physician  to Prime Minister",Military,2011-02-25,45000.0,5250.0,Yes,Yes
2535,One Wrist Watch Vander Bauwede  with  one  Pair of  Cufflinks  &  one  Ball Pen,Watch,"Mr. Ghalib Iqbal, Chief of Protocol, Foreign Affairs",Military,2011-03-01,45000.0,5250.0,Yes,Yes
2539,One Wrist Watch Certina (No.536.7129.12.66),Watch,"Mr.  Muhammad  Abdul Wahid  Khan,  Additional Press  Secretary  to  Prime Minister",Bureaucracy,2011-03-02,45000.0,0.0,Yes,Yes
2541,One  Gift  Pack Containing: a. Valet b. One Ball Pen &,Pen,"Mr. Ghalib Iqbal, Chief of Protocol, Foreign Affairs",Military,2011-03-03,8000.0,0.0,Yes,Yes
2542,"One  Gift  Pack Containing  Valet,  One Ball  Pen  &  one  Pair  of Cufflinks",Pen,"Mr.  Faisal  Niaz  Tirmizi, Deputy  Chief  of  Protocol, Foreign Affairs",Military,2011-03-03,8000.0,0.0,Yes,Yes
2543,"One  Gift  Pack Containing  Valet,  One Ball  Pen  &  one  Pair  of Cufflinks",Pen,"Mr.  Adeel  Ahmed  Khan, Deputy  Chief  of  Protocol, Foreign Affairs",Military,2011-03-03,8000.0,0.0,Yes,Yes
2557,"One  Packet  containing Pair  of  Cufflinks,  Pen  & Wallet",Pen,"Mr.  Malik  Asif  Hayat, Secretary  to  the President",Bureaucracy,2011-03-11,8000.0,0.0,Yes,Yes
2559,"One  Packet  Containing Wrist  Watch,  Magnifier, Screw,  Spare  Strips  & booklet",Watch,"Capt  (PN)  Amir  Saeed, DMS  to  the  President, Deputy Military Secretary to the President",Military,2011-03-11,70000.0,9000.0,Yes,Yes
2560,"One  Packet  Containing Wrist  Watch,  Magnifier, Screw,  Spare  Strips  & booklet",Watch,"Maj.  Imran  Hyder,  ADC to the President",Military,2011-03-11,70000.0,9000.0,Yes,Yes
2563,"One  Packet  Containing Pair  of  Cufflinks,  Pen  & Wallet",Pen,"Brig.  Iftikhar  Mansoor, DG(S), President Sectt.",Military,2011-03-11,8000.0,0.0,Yes,Yes
2564,"One  Packet  Containing Pair  of  Cufflinks,  Pen  & Wallet",Pen,"Lt.  Col.  Baber  Mumtaz, CSO to the President",Military,2011-03-11,8000.0,0.0,Yes,Yes
2565,"One  Packet  Containing Pair of  Cufflinks,  Pen  & Wallet",Pen,"Maj.  Muhammad Shakeel,  Staff  Officer  to the President",Military,2011-03-11,8000.0,0.0,Yes,Yes
2570,"One  Packet  Containing Pair  of  Cufflinks,  Pen & Wallet",Pen,"Hav.  Muhammad  Jamil, Security  Staff,  President Secretariat.",Military,2011-03-11,8000.0,0.0,Yes,Yes
2571,"One  Packet  Containing Pair  of  Cufflinks,  Pen  & Wallet",Pen,"NK.  Khai  Muhammad, Security  Staff,  President Secretariat.",Military,2011-03-11,8000.0,0.0,Yes,Yes
2572,"One  Packet  Containing Pair  of  Cufflinks,  Pen  & Wallet",Pen,"L/NK  Akbar  Ali,  Security Staff,  President Secretariat.",Military,2011-03-11,8000.0,0.0,Yes,Yes
2573,"One  Packet  Containing Pair  of  Cufflinks,  Pen  &",Pen,"NK  Sabz  Ali,  Security Staff, President",Military,2011-03-11,8000.0,0.0,Yes,Yes
2574,"One  Packet  Containing Pair  of  Cufflinks,  Pen  & Wallet",Pen,"Constable  Sajid  Hussain, Security  Staff,  President Secretariat.",Police,2011-03-11,8000.0,0.0,Yes,Yes
2575,"One  Packet  Containing Pair  of  Cufflinks,  Pen  & Wallet",Pen,"L/NK  Abdul  Rehman, Security  Staff,  President Secretariat.",Military,2011-03-11,8000.0,0.0,Yes,Yes
2576,"One  Packet  Containing Pair  of  Cufflinks,  Pen  & Wallet",Pen,"L/NK  Saeed  Akhtar, Security  Staff,  President Secretariat.",Military,2011-03-11,8000.0,0.0,Yes,Yes
2577,"One  Packet  Containing Pair  of  Cufflinks,  Pen  & Wallet",Pen,"Hav.  Muhammad  Arif, Security  Staff,  President Secretariat.",Military,2011-03-11,8000.0,0.0,Yes,Yes
2581,One Ceramic Vase,Decoration Pieces,"Mr.  Asif  Ali  Zardari, President of Pakistan.",PPP,2011-03-11,5000.0,0.0,Yes,Yes
2582,One Model of Car One Pen One Photo Frame,Pen,"Mr.  Asif  Ali  Zardari, President of Pakistan.",PPP,2011-03-11,5000.0,0.0,Yes,Yes
2583,One  Vase  (Lacquer Work),Decoration Pieces,"Mr.  Asif  Ali  Zardari, President of Pakistan.",PPP,2011-03-11,3500.0,0.0,Yes,Yes
2585,a. One  Wrist  Watch (china made) b. One Photo Album c. One Book,Watch,"Mr.  Asif  Ali  Zardari, President of Pakistan.",PPP,2011-03-11,8600.0,0.0,Yes,Yes
2593,One  Watch  Van  Der Bauwede  with  one  Pair of  Cufflinks  &  one  Ball pen,Watch,"Mr.  Iftekhar  Aziz, Ambassador  of  Pakistan in Kuwait",Bureaucracy,2011-03-29,45000.0,5250.0,Yes,Yes
2602,One Wrist Watch Certina (No.C001510A),Watch,"Mr. Shabbir Anwar, Press Secretary  to  Prime Minister",Bureaucracy,2011-04-06,45000.0,5250.0,Yes,Yes
2603,"One  Packet  Containing Pair  of  Cufflinks,  Pen  & Wallet",Pen,"Mr.  Malik  Asif  Hayat, Secretary  to  the President",Bureaucracy,2011-04-06,8000.0,0.0,Yes,Yes
2605,"One  Packet  Containing Pair  of  Cufflinks,  Ball Pen & Wallet",Pen,"Sq.  Ldr.  Usman  Ahmed, PAF",Military,2011-04-08,8000.0,0.0,Yes,Yes
2606,"One  Packet  Containing Pair  of  Cufflinks,  Ball Pen & Wallet",Pen,Sq. Ldr. Farhan Tanvir,Military,2011-04-08,8000.0,0.0,Yes,Yes
2607,"One  Packet  Containing Pair  of  Cufflinks,  Pen  & Wallet",Pen,Sq. Ldr. Tariq Hameed,Military,2011-04-08,8000.0,0.0,Yes,Yes
2610,Watch Van Der Bauwede with  One  Pair  of Cufflinks  (VDB)  &  One Ball pen (VDB),Watch,"Mr.  Muhammad  Aslam, Additional  Secretary (ME&A), Foreign Affairs",Bureaucracy,2011-04-09,45000.0,5250.0,Yes,Yes
2613,Watch Van Der Bauwede with  one  Pair  of Cufflinks  &  one  Ball  pen (VDB),Watch,"Mr.  Imtiaz  Kazi, Secretary  Petroleum  & Natural Resources",Bureaucracy,2011-04-15,45000.0,5250.0,Yes,Yes
2615,A  gift  pack  containing Wrist  Watch  Van  Der Bauwede  with  Scarf  & Bracelet,Watch,"Ms.  Hina  Rabbani  Khar, Minister  of  State  for Foreign Affairs",PPP,2011-04-20,45000.0,5250.0,Yes,Yes
2621,One  Wooden  Decoration Piece (Sandal Wood),Decoration Pieces,"Mr.  Zafar  Mahmood, Secretary Commerce",Bureaucracy,2011-05-03,4500.0,0.0,Yes,Yes
2625,One Carpet,Carpet,"Syed Yousaf Raza Gillani, Prime  Minister  of Pakistan",PPP,2011-05-24,20000.0,1500.0,Yes,Yes
2627,"a. One Model of Kuwait Sailing  Ship  (Al Boom) b. One  Wrist  Watch (Ulysse Nardin) c. Six  Gold  Coins (Central  Bank  of Kuwait  i.e. 1,5,10,20,50,100 Fils) d. One Pure Silver Coin Picture  Kuwait landmarks  with Selective gold  plated",Watch,"Mr.  Asif  Ali  Zardari, President of Pakistan.",PPP,2011-06-13,751702.0,0.0,Yes,Yes
2628,"a. One  Wrist  Watch (Corum), b. One  Model  of  Coin (White  &  Gold Plated)  (Central Bank of Kuwait), c. One  Model  of (Silver)  Coin (Central  Bank  of Kuwait)",Watch,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2011-06-13,2542908.0,189219.0,Yes,Yes
2631,One Carpet,Carpet,"Mr. Ghalib Iqbal, Chief of Protocol, Foreign Affairs,",Military,2011-06-29,20000.0,1500.0,Yes,Yes
2633,One Packet fountain Pen & Wallet/Purse,Pen,"Syed  Mushir  Ali  Shahid, Deputy  Press  Secretary to the President",Bureaucracy,2011-07-02,5000.0,0.0,Yes,Yes
2634,"One  Packet  Containing Pair  of  Cufflinks,  Pen  & Wallet",Pen,"Mr.  Shahid  Ahmed, Cameraman, PTV",Media,2011-07-05,8000.0,0.0,Yes,Yes
2635,"One  Packet  Containing Pair  of  Cufflinks,  Pen  & Wallet",Pen,"Mr.  Abdul  Ghaffar, Engineer, PTV",Media,2011-07-05,8000.0,0.0,Yes,Yes
2636,"One  Packet  Containing Pair  of  Cufflinks,  Pen  & Wallet",Pen,"Mr.  Musadaq  Kallem, Reporter, PTV",Media,2011-07-09,8000.0,0.0,Yes,Yes
2642,One  Carpet  (160x110 centimeters)  approx (color:  Brown  and Green),Carpet,"Mr.  Sajjad  Kamran,  DG (Afghanistan)  / Additional Secretary  (AP) Ministry of Foreign Affairs",Bureaucracy,2011-07-13,20000.0,1500.0,Yes,Yes
2643,"a. One  Box  containing Ceramic  Picture  in Leather Frame, b. One  Mont  Blank Leather  Bag  with Diary + Pen, c. One Shield, d. One  Silver  Coin (Commemorative Medal) e. One  Decoration  Table Watch f. One Silver Coin, g. One Cigarette Case, h. One Ball Pen, i. One Coin (G), j. One  Note  Book  &  Ball pen",Decoration Pieces,"Mr.  Asif  Ali  Zardari, President of Pakistan",PPP,2011-07-14,246000.0,16950.0,Yes,Yes
2647,One  Brief  Case Containing: - a. one Carpet b. One  Shield  (A  world without Terrorism),Carpet,"Mr.  Asif  Ali  Zardari, President of Pakistan.",PPP,2011-07-14,0.0,1500.0,Yes,Yes
2648,One  Brief  Case containing one Carpet,Carpet,Military  Secretary  to  the President of Pakistan,Military,2011-07-14,8000.0,0.0,Yes,Yes
2649,One  Brief  Case containing one Carpet,Carpet,Deputy Military Secretary to  the  President  of Pakistan,Military,2011-07-14,8000.0,0.0,Yes,Yes
2650,One  Brief  Case containing one Carpet,Carpet,"Mr.  Farukh  Amil, Additional Secretary, Foreign Affairs",Bureaucracy,2011-07-14,8000.0,0.0,Yes,Yes
2669,One Carpet,Carpet,"Chief  of  Protocol, Ministry of Foreign Affairs",Military,2011-07-21,7500.0,0.0,Yes,Yes
2672,Gents  Watch  Gio Monoco  Qtz  (Stainless Steel),Watch,"Mr.  Faisal  Niaz  Tirmizi, Deputy  Chief  of  Protocol, (DCP), Foreign Affairs",Military,2011-07-25,0.0,8250.0,Yes,Yes
2674,One Wrist Watch Bvlgari (No. L2442),Watch,"Mr.  Khushnood  Akhtar Lashari,  (Principal Secretary  to  the  Prime Minister) (PSPM)",Bureaucracy,2011-08-12,160000.0,22500.0,Yes,Yes
2676,"One Box Containing Two Wrist  Watches, Cufflinks,  Pair  of  Ear- rings,  One  Ring,  One",Watch,"Brig.  Syed  M.  Adnan, Military  Secretary  (MS) to the President",Military,2011-08-15,387149.0,56573.0,Yes,Yes
2677,"One Box Containing Two Wrist  Watches, Cufflinks,  Pair  of  Ear- rings,  One  Ring,  One Bracelet & One Pen.",Watch,"Mr.  Farhatullah  Babar, Spokesperson  to  the President",PPP,2011-08-15,387149.0,56573.0,Yes,Yes
